COD_ESTRUTURADO,NOME_UNIDADE,NOME_CENTRO,SIGLA_CENTRO,TIPO_UNIDADE,SITUACAO
07.67.00.00.0.0,Departamento de Computação Aplicada,Centro de Tecnologia,CT,Departamento Didático,Formal
07.37.00.00.0.0,Departamento de Eletromecânica e Sistemas de Potência,Centro de Tecnologia,CT,Departamento Didático,Formal
07.38.00.00.0.0,Departamento de Eletrônica e Computação,Centro de Tecnologia,CT,Departamento Didático,Formal
07.36.00.00.0.0,Departamento de Engenharia de Produção e Sistemas,Centro de Tecnologia,CT,Departamento Didático,Formal
07.35.00.00.0.0,Departamento de Engenharia Mecânica,Centro de Tecnologia,CT,Departamento Didático,Formal
07.34.00.00.0.0,Departamento de Engenharia Química,Centro de Tecnologia,CT,Departamento Didático,Formal
07.63.00.00.0.0,Departamento de Engenharia Sanitária e Ambiental,Centro de Tecnologia,CT,Departamento Didático,Formal
07.31.00.00.0.0,Departamento de Estruturas e Construção Civil,Centro de Tecnologia,CT,Departamento Didático,Formal
07.30.00.00.0.0,Departamento de Expressão Gráfica,Centro de Tecnologia,CT,Departamento Didático,Formal
07.66.00.00.0.0,Departamento de Linguagens e Sistemas de Computação,Centro de Tecnologia,CT,Departamento Didático,Formal
07.54.00.00.0.0,Departamento de Processamento de Energia Elétrica,Centro de Tecnologia,CT,Departamento Didático,Formal
07.33.00.00.0.0,Departamento de Transportes,Centro de Tecnologia,CT,Departamento Didático,Formal
32.17.00.00.0.0,Departamento de Administração - PM,Campus da UFSM em Palmeira Das Missões,PM,Departamento Didático,Formal
32.20.00.00.0.0,Departamento de Alimentos e Nutrição - PM,Campus da UFSM em Palmeira Das Missões,PM,Departamento Didático,Formal
32.18.00.00.0.0,Departamento de Ciências da Saúde - PM,Campus da UFSM em Palmeira Das Missões,PM,Departamento Didático,Formal
32.21.00.00.0.0,Departamento de Ciências Econômicas - PM,Campus da UFSM em Palmeira Das Missões,PM,Departamento Didático,Formal
32.19.00.00.0.0,Departamento de Zootecnia e Ciências Biológicas - PM,Campus da UFSM em Palmeira Das Missões,PM,Departamento Didático,Formal
33.21.00.00.0.0,Departamento de Ciências Agronômicas e Ambientais - FW,Campus da UFSM em Frederico Westphalen,FW,Departamento Didático,Formal
33.23.00.00.0.0,Departamento de Ciências da Comunicação - FW,Campus da UFSM em Frederico Westphalen,FW,Departamento Didático,Formal
33.25.00.00.0.0,Departamento de Engenharia e Tecnologia Ambiental - FW,Campus da UFSM em Frederico Westphalen,FW,Departamento Didático,Formal
33.22.00.00.0.0,Departamento de Engenharia Florestal - FW,Campus da UFSM em Frederico Westphalen,FW,Departamento Didático,Formal
33.24.00.00.0.0,Departamento de Tecnologia da Informação - FW,Campus da UFSM em Frederico Westphalen,FW,Departamento Didático,Formal
04.03.00.00.0.0,Vice-Direção do CCS,Centro de Ciências da Saúde,CCS,Direção de Unidade de Ensino,Formal
06.03.00.00.0.0,Vice-Direção do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Direção de Unidade de Ensino,Formal
05.03.00.00.0.0,Vice-Direção do CE,Centro de Educação,CE,Direção de Unidade de Ensino,Formal
09.03.00.00.0.0,Vice-Direção do CEFD,Centro de Educação Física e Desportos,CEFD,Direção de Unidade de Ensino,Formal
07.03.00.00.0.0,Vice-Direção do CT,Centro de Tecnologia,CT,Direção de Unidade de Ensino,Formal
26.07.00.00.0.0,Vice-Direção do Colégio Politécnico,Colégio Politécnico,POLI,Direção de Unidade de Ensino,Formal
25.07.00.00.0.0,Vice-Direção Colégio Técnico Industrial - CTISM,Colégio Técnico Industrial de Santa Maria,CTISM,Direção de Unidade de Ensino,Formal
29.07.00.00.0.0,Vice-Direção Unidade de Educação Infantil Ipê Amarelo,Unidade de Educação Infantil Ipê Amarelo,UEIIA,Direção de Unidade de Ensino,Formal
31.03.00.00.0.0,Vice-Direção do Campus em Cachoeira do Sul,Campus da UFSM em Cachoeira do Sul,CS,Direção de Unidade de Ensino,Formal
16.02.00.00.0.0,Direção do CESNORS - FW,Centro de Educação Superior Norte-RS/UFSM -CESNORS,CESNORS,Direção de Centro,Formal
08.03.00.00.0.0,Vice-Direção do CAL,Centro de Artes e Letras,CAL,Direção de Unidade de Ensino,Formal
02.03.00.00.0.0,Vice-Direção do CCNE,Centro de Ciências Naturais e Exatas,CCNE,Direção de Unidade de Ensino,Formal
03.03.00.00.0.0,Vice-Direção do CCR,Centro de Ciências Rurais,CCR,Direção de Unidade de Ensino,Formal
33.03.00.00.0.0,Vice-Direção do Campus- FW,Campus da UFSM em Frederico Westphalen,FW,Direção de Unidade de Ensino,Formal
10.01.00.00.0.0,Direção Hospital Universitário-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Outros Órgãos,Formal
95.00.00.00.0.0,Cursos Anteriores ao Sie,Reitoria,REITORIA,Outros Órgãos,Informal
95.01.00.00.0.0,Cursos de Graduação,Reitoria,REITORIA,Outros Órgãos,Informal
95.02.00.00.0.0,Cursos de Pós-Graduação,Reitoria,REITORIA,Outros Órgãos,Informal
95.10.00.00.0.0,Cursos Técnicos,Reitoria,REITORIA,Outros Órgãos,Informal
99.99.00.00.0.0,Sem Unidade Administrativa,Reitoria,REITORIA,Outros Órgãos,Informal
03.01.03.00.0.0,Comissão de Legislação e Normas do CCR,Centro de Ciências Rurais,CCR,Órgão Colegiado,Formal
03.11.02.00.0.0,Comissão de Pesquisa do CCR,Centro de Ciências Rurais,CCR,Órgão Colegiado,Formal
03.01.00.00.0.0,Conselho do Centro de Ciências Rurais,Centro de Ciências Rurais,CCR,Órgão Colegiado,Formal
04.05.03.00.0.0,Comissão de Ensino e Pesquisa do CCS,Centro de Ciências da Saúde,CCS,Órgão Colegiado,Formal
08.05.05.00.0.0,Comissão Permanente da Sala de Exposições Cláudio Carriconde,Centro de Artes e Letras,CAL,Órgão Colegiado,Formal
08.05.01.00.0.0,"Comissão Permanente de Ensino, Pesquisa e Extensão do CAL",Centro de Artes e Letras,CAL,Órgão Colegiado,Formal
08.05.03.00.0.0,Comissão Permanente de Espaço Físico do CAL,Centro de Artes e Letras,CAL,Órgão Colegiado,Formal
08.05.02.00.0.0,Comissão Permanente de Legislação e Normas do CAL,Centro de Artes e Letras,CAL,Órgão Colegiado,Formal
08.05.04.00.0.0,Comissão Permanente do Teatro Caixa Preta,Centro de Artes e Letras,CAL,Órgão Colegiado,Formal
08.05.00.00.0.0,Conselho do Centro de Artes e Letras,Centro de Artes e Letras,CAL,Órgão Colegiado,Formal
02.05.02.00.0.0,"Comissão de Ensino, Pesquisa e Extensão do CCNE",Centro de Ciências Naturais e Exatas,CCNE,Órgão Colegiado,Formal
02.12.02.00.0.0,Comissão de Extensão do CCNE,Centro de Ciências Naturais e Exatas,CCNE,Órgão Colegiado,Formal
02.05.01.00.0.0,Comissão de Legislação e Normas do CCNE,Centro de Ciências Naturais e Exatas,CCNE,Órgão Colegiado,Formal
02.12.01.00.0.0,Comissão de Pesquisa do CCNE,Centro de Ciências Naturais e Exatas,CCNE,Órgão Colegiado,Formal
02.05.00.00.0.0,Conselho do Centro de Ciências Naturais e Exatas,Centro de Ciências Naturais e Exatas,CCNE,Órgão Colegiado,Formal
03.11.01.00.0.0,Comissão de Ensino do CCR,Centro de Ciências Rurais,CCR,Órgão Colegiado,Formal
03.01.04.00.0.0,Comissão de Espaço Físico do CCR,Centro de Ciências Rurais,CCR,Órgão Colegiado,Formal
03.11.03.00.0.0,Comissão de Extensão do CCR,Centro de Ciências Rurais,CCR,Órgão Colegiado,Formal
04.05.02.00.0.0,Comissão de Extensão do CCS,Centro de Ciências da Saúde,CCS,Órgão Colegiado,Formal
04.05.01.00.0.0,Comissão de Legislação e Normas do CCS,Centro de Ciências da Saúde,CCS,Órgão Colegiado,Formal
04.05.00.00.0.0,Conselho do Centro de Ciências da Saúde,Centro de Ciências da Saúde,CCS,Órgão Colegiado,Formal
06.13.01.00.0.0,Comissão Permanente de Ensino do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Órgão Colegiado,Formal
06.13.03.00.0.0,Comissão Permanente de Extensão do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Órgão Colegiado,Formal
06.13.04.00.0.0,Comissão Permanente de Legislação e Normas do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Órgão Colegiado,Formal
06.13.05.00.0.0,Comissão Permanente de Orçamento do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Órgão Colegiado,Formal
06.13.02.00.0.0,Comissão Permanente de Pesquisa do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Órgão Colegiado,Formal
06.13.00.00.0.0,Conselho do Centro de Ciências Sociais e Humanas,Centro de Ciências Sociais e Humanas,CCSH,Órgão Colegiado,Formal
05.18.01.00.0.0,"Comissão de Ensino, Pesquisa e Extensão",Centro de Educação,CE,Órgão Colegiado,Formal
05.19.03.00.0.0,Comissão do Núcleo de Estudos e Pesquisa em Educação e Infância,Centro de Educação,CE,Órgão Colegiado,Formal
05.19.02.00.0.0,Comissão dos Laboratórios de Educação Especial,Centro de Educação,CE,Órgão Colegiado,Formal
05.19.01.00.0.0,Comissão dos Laboratórios de Metodologia de Ensino,Centro de Educação,CE,Órgão Colegiado,Formal
05.06.01.00.0.0,"Comissão Permanente de Ensino, Pesquisa e Extensão do CE",Centro de Educação,CE,Órgão Colegiado,Formal
05.06.02.00.0.0,Comissão Permanente de Legislação e Normas do CE,Centro de Educação,CE,Órgão Colegiado,Formal
05.17.01.00.0.0,Comissão Setorial de Avaliação,Centro de Educação,CE,Órgão Colegiado,Formal
05.05.00.00.0.0,Comitê Descentralizado de Internacionalização,Centro de Educação,CE,Órgão Colegiado,Formal
05.06.00.00.0.0,Conselho do Centro de Educação,Centro de Educação,CE,Órgão Colegiado,Formal
09.05.02.00.0.0,"Comissão de Ensino, Pesquisa e Extensão do CEFD",Centro de Educação Física e Desportos,CEFD,Órgão Colegiado,Formal
09.05.03.00.0.0,Comissão de Espaço Físico do CEFD,Centro de Educação Física e Desportos,CEFD,Órgão Colegiado,Formal
09.05.01.00.0.0,Comissão de Legislação e Normas do CEFD,Centro de Educação Física e Desportos,CEFD,Órgão Colegiado,Formal
09.05.00.00.0.0,Conselho do Centro de Educação Física e Desportos,Centro de Educação Física e Desportos,CEFD,Órgão Colegiado,Formal
07.92.00.00.0.0,Centro de Cooperação Brasil-Alemanha,Centro de Tecnologia,CT,Órgão Colegiado,Formal
07.14.02.00.0.0,Comissão Permanente de Ensino do CT,Centro de Tecnologia,CT,Órgão Colegiado,Formal
07.05.01.00.0.0,"Comissão Permanente de Ensino, Pesquisa e Extensão do CT",Centro de Tecnologia,CT,Órgão Colegiado,Formal
07.14.01.00.0.0,Comissão Permanente de Extensão do CT,Centro de Tecnologia,CT,Órgão Colegiado,Formal
07.00.01.00.0.0,Comissão Permanente de Inovação no Ensino de Graduação,Centro de Tecnologia,CT,Órgão Colegiado,Formal
07.05.02.00.0.0,Comissão Permanente de Legislação e Normas do CT,Centro de Tecnologia,CT,Órgão Colegiado,Formal
07.14.03.00.0.0,Comissão Permanente de Pesquisa e Inovação do CT,Centro de Tecnologia,CT,Órgão Colegiado,Formal
07.05.00.00.0.0,Conselho do Centro de Tecnologia,Centro de Tecnologia,CT,Órgão Colegiado,Formal
01.07.00.03.0.0,Câmara de Extensão,Reitoria,REITORIA,Órgão Colegiado,Formal
01.08.00.05.0.0,Câmara de Licenciaturas,Reitoria,REITORIA,Órgão Colegiado,Formal
42.01.00.00.0.0,Comissão de Acompanhamento e Análise de Processos,Reitoria,REITORIA,Órgão Colegiado,Formal
41.01.00.00.0.0,"Comissão de Ensino, Pesquisa e Extensão",Reitoria,REITORIA,Órgão Colegiado,Formal
44.00.00.00.0.0,Comissão de Ética,Reitoria,REITORIA,Órgão Colegiado,Formal
01.09.20.00.0.0,Comissão de Ética de Uso de Animais,Reitoria,REITORIA,Órgão Colegiado,Formal
41.02.00.00.0.0,Comissão de Legislação e Normas,Reitoria,REITORIA,Órgão Colegiado,Formal
40.01.00.00.0.0,Comissão de Legislação e Regimentos,Reitoria,REITORIA,Órgão Colegiado,Formal
40.02.00.00.0.0,Comissão de Orçamento e Regência Patrimonial,Reitoria,REITORIA,Órgão Colegiado,Formal
01.09.01.02.0.0,Comissão de Residência Multiprofissional,Reitoria,REITORIA,Órgão Colegiado,Formal
01.26.00.06.2.0,Comissão Especial de Avaliação para Concessão do Rsc - PROGEP,Reitoria,REITORIA,Órgão Colegiado,Formal
01.26.00.06.1.0,Comissão Examinadora para Avaliação de Desempenho de Prof Associado - PROGEP,Reitoria,REITORIA,Órgão Colegiado,Formal
01.01.99.00.0.0,Comissão Gestora do Plano de Logística,Reitoria,REITORIA,Órgão Colegiado,Formal
01.09.18.00.0.0,Comissão Interna de Biossegurança,Reitoria,REITORIA,Órgão Colegiado,Formal
45.00.00.00.0.0,Comissão Interna de Conservação de Energia,Reitoria,REITORIA,Órgão Colegiado,Formal
01.83.00.00.0.0,Comissão Interna de Supervisão da Carreira,Reitoria,REITORIA,Órgão Colegiado,Formal
01.33.00.00.0.0,Comissão Permanente de Acumulação Cargos,Reitoria,REITORIA,Órgão Colegiado,Formal
01.84.00.02.0.0,Comissão Permanente de Avaliação de Documentos,Reitoria,REITORIA,Órgão Colegiado,Formal
01.01.40.00.0.0,"Comitê de Governança, Riscos e Controles",Reitoria,REITORIA,Órgão Colegiado,Formal
01.07.08.03.2.0,Comitê de Igualdade de Gênero,Reitoria,REITORIA,Órgão Colegiado,Formal
01.09.25.01.0.0,Comitê de Iniciação Científica,Reitoria,REITORIA,Órgão Colegiado,Formal
01.09.16.00.0.0,Comitê de Pesquisa da Pró-Reitoria de Pós-Graduação e Pesquisa,Reitoria,REITORIA,Órgão Colegiado,Formal
01.01.41.00.0.0,Comitê de Saúde Mental,Reitoria,REITORIA,Órgão Colegiado,Formal
46.00.00.00.0.0,Comitê de Segurança da Informação,Reitoria,REITORIA,Órgão Colegiado,Formal
01.01.43.00.0.0,Comitê Gestor de Implantação da Agenda 2030 e Seus Objetivos de Desenvolvimento Sustentável,Reitoria,REITORIA,Órgão Colegiado,Formal
01.09.17.00.0.0,Comitê Gestor de Infraestruturas Multiusuárias,Reitoria,REITORIA,Órgão Colegiado,Formal
48.00.00.00.0.0,Comitê Gestor de Proteção de Dados Pessoais,Reitoria,REITORIA,Órgão Colegiado,Formal
43.00.00.00.0.0,Comitê Gestor de Tecnologias de Informação e Comunicação,Reitoria,REITORIA,Órgão Colegiado,Formal
47.00.00.00.0.0,Comitê Gestor do Acervo Acadêmico,Reitoria,REITORIA,Órgão Colegiado,Formal
01.07.06.01.2.0,Comitê Gestor do Centro de Convenções,Reitoria,REITORIA,Órgão Colegiado,Formal
01.28.02.00.0.0,Comitê Institucional de Iniciação à Inovação Tecnológica e Desenvolvimento,Reitoria,REITORIA,Órgão Colegiado,Formal
01.17.01.00.0.0,"Conselho de Área de Educação Básica, Técnica e Tecnológica",Reitoria,REITORIA,Órgão Colegiado,Formal
41.00.00.00.0.0,"Conselho de Ensino, Pesquisa e Extensão",Reitoria,REITORIA,Órgão Colegiado,Formal
01.15.01.00.0.0,Conselho Editorial da Editora,Reitoria,REITORIA,Órgão Colegiado,Formal
01.28.03.01.0.0,Conselho Estratégico do Pict,Reitoria,REITORIA,Órgão Colegiado,Formal
01.28.03.02.0.0,Conselho Fiscal do Pict,Reitoria,REITORIA,Órgão Colegiado,Formal
01.28.01.00.0.0,Conselho Superior da PROINOVA,Reitoria,REITORIA,Órgão Colegiado,Formal
01.05.10.00.0.0,Comissão Permanente de Avaliação e Baixa Patrimonial de Bens Móveis,Reitoria,REITORIA,Órgão Colegiado,Formal
01.09.15.00.0.0,Comitê Assessor da Pró-Reitoria de Pós-Graduação e Pesquisa,Reitoria,REITORIA,Órgão Colegiado,Formal
01.84.00.03.0.0,Comitê Consultivo do Siarq,Reitoria,REITORIA,Órgão Colegiado,Formal
01.09.19.00.0.0,Comitê de Ética em Pesquisa com Seres Humanos,Reitoria,REITORIA,Órgão Colegiado,Formal
25.16.00.00.0.0,Comissão Permanente de Exames de Seleção do CTISM,Colégio Técnico Industrial de Santa Maria,CTISM,Órgão Colegiado,Formal
25.14.00.00.0.0,Conselho Diretor do Colégio Técnico Industrial de Santa Maria,Colégio Técnico Industrial de Santa Maria,CTISM,Órgão Colegiado,Formal
29.01.00.00.0.0,Conselho Diretor UEIIA,Unidade de Educação Infantil Ipê Amarelo,UEIIA,Órgão Colegiado,Formal
31.07.01.00.0.0,"Comissão de Ensino, Pesquisa e Extensão do Campus/CS",Campus da UFSM em Cachoeira do Sul,CS,Órgão Colegiado,Formal
31.07.02.00.0.0,Comissão de Legislação e Normas do Campus/CS,Campus da UFSM em Cachoeira do Sul,CS,Órgão Colegiado,Formal
31.07.00.00.0.0,Conselho do Campus da Universidade Federal de Santa Maria em Cachoeira do Sul,Campus da UFSM em Cachoeira do Sul,CS,Órgão Colegiado,Formal
32.32.01.00.0.0,"Comissão de Ensino, Pesquisa e Extensão/PM",Campus da UFSM em Palmeira Das Missões,PM,Órgão Colegiado,Formal
32.32.02.00.0.0,Comissão de Legislação e Normas/PM,Campus da UFSM em Palmeira Das Missões,PM,Órgão Colegiado,Formal
32.32.00.00.0.0,Conselho do Campus da Universidade Federal de Santa Maria em Palmeira das Missões,Campus da UFSM em Palmeira Das Missões,PM,Órgão Colegiado,Formal
33.04.03.00.0.0,Comissão de Ensino/FW,Campus da UFSM em Frederico Westphalen,FW,Órgão Colegiado,Formal
33.04.05.00.0.0,Comissão de Extensão/FW,Campus da UFSM em Frederico Westphalen,FW,Órgão Colegiado,Formal
33.04.02.00.0.0,Comissão de Gestão de Riscos/FW,Campus da UFSM em Frederico Westphalen,FW,Órgão Colegiado,Formal
33.04.01.00.0.0,Comissão de Legislação e Normas/FW,Campus da UFSM em Frederico Westphalen,FW,Órgão Colegiado,Formal
33.04.04.00.0.0,Comissão de Pesquisa/FW,Campus da UFSM em Frederico Westphalen,FW,Órgão Colegiado,Formal
33.04.00.00.0.0,Conselho do Campus da Universidade Federal de Santa Maria em Frederico Westphalen,Campus da UFSM em Frederico Westphalen,FW,Órgão Colegiado,Formal
10.00.01.00.0.0,Conselho de Administração - Conad-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgão Colegiado,Informal
40.00.00.00.0.0,Conselho Universitário,Reitoria,REITORIA,Órgão Colegiado,Formal
26.01.00.00.0.0,Colegiado da Unidade,Colégio Politécnico,POLI,Órgão Colegiado,Formal
26.10.00.00.0.0,Comissão Permanente de Ensino,Colégio Politécnico,POLI,Órgão Colegiado,Formal
26.12.00.00.0.0,Comissão Permanente de Extensão,Colégio Politécnico,POLI,Órgão Colegiado,Formal
26.13.00.00.0.0,"Comissão Permanente de Legislação, Normas, Ensino, Pesquisa e Extensão",Colégio Politécnico,POLI,Órgão Colegiado,Formal
26.11.00.00.0.0,Comissão Permanente de Pesquisa,Colégio Politécnico,POLI,Órgão Colegiado,Formal
26.14.00.00.0.0,Comissão Permanente de Seleção,Colégio Politécnico,POLI,Órgão Colegiado,Formal
25.15.00.00.0.0,"Comissão Permanente de Ensino, Pesquisa e Extensão do CTISM",Colégio Técnico Industrial de Santa Maria,CTISM,Órgão Colegiado,Formal
01.28.00.00.0.0,Pró-Reitoria de Inovação e Empreendedorismo,Reitoria,REITORIA,Órgão de Direção e Assessoria,Formal
01.10.00.00.0.0,Pró-Reitoria de Planejamento,Reitoria,REITORIA,Órgão de Direção e Assessoria,Formal
01.09.00.00.0.0,Pró-Reitoria de Pós-Graduação e Pesquisa,Reitoria,REITORIA,Órgão de Direção e Assessoria,Formal
93.01.00.00.0.0,Superintendente,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgão de Direção e Assessoria,Informal
01.02.00.00.0.0,Gabinete do Vice-Reitor,Reitoria,REITORIA,Órgão de Direção e Assessoria,Formal
01.07.00.00.0.0,Pró-Reitoria de Extensão,Reitoria,REITORIA,Órgão de Direção e Assessoria,Formal
01.08.00.00.0.0,Pró-Reitoria de Graduação,Reitoria,REITORIA,Órgão de Direção e Assessoria,Formal
01.12.00.00.0.0,Departamento de Contabilidade e Finanças,Reitoria,REITORIA,Órgão Executivo da Adm. Superior,Formal
01.00.00.00.0.0,REITORIA,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Formal
08.09.00.00.0.0,Cursos de Graduação,Centro de Artes e Letras,CAL,Órgão não Pertencente a Estrut. Formal,Informal
08.10.00.00.0.0,Cursos de Pós-Graduação,Centro de Artes e Letras,CAL,Órgão não Pertencente a Estrut. Formal,Informal
02.09.00.00.0.0,Cursos de Graduação,Centro de Ciências Naturais e Exatas,CCNE,Órgão não Pertencente a Estrut. Formal,Informal
02.10.00.00.0.0,Cursos de Pós-Graduação,Centro de Ciências Naturais e Exatas,CCNE,Órgão não Pertencente a Estrut. Formal,Informal
03.09.00.00.0.0,Cursos de Graduação,Centro de Ciências Rurais,CCR,Órgão não Pertencente a Estrut. Formal,Informal
03.10.00.00.0.0,Cursos de Pós-Graduação,Centro de Ciências Rurais,CCR,Órgão não Pertencente a Estrut. Formal,Informal
07.10.00.00.0.0,Cursos de Pós-Graduação,Centro de Tecnologia,CT,Órgão não Pertencente a Estrut. Formal,Informal
10.04.01.02.0.0,"Comissão de Ensino, Extensão e Desenvolvimento Institucional - HUSM",Hospital Universitário de Santa Maria - HUSM,HUSM,Órgão não Pertencente a Estrut. Formal,Informal
10.04.01.01.0.0,Comissão de Pesquisa - HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgão não Pertencente a Estrut. Formal,Informal
99.10.00.00.0.0,Agencia Nacional de Enegia Eletrica - Aneel,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
99.04.00.00.0.0,Agencia Nacional de Vigilancia Sanitaria,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
01.84.02.00.1.0,Arquivo Intermediário DAG,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
99.15.00.00.0.0,Cefet de São Vicente,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
00.00.00.09.0.0,Chefias em Estudo,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
00.00.00.09.1.0,Chefias em Estudo,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
01.08.16.00.0.0,Coordenação Uab,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
99.18.00.00.0.0,Fundo Nacional de Desenv. da Educação - Fnde,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
99.31.00.00.0.0,Fundo Nacional de Desenvolvimento da Educ. Fnde,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
99.03.00.00.0.0,Fundo Nacional de Saude,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
04.09.00.00.0.0,Cursos de Graduação,Centro de Ciências da Saúde,CCS,Órgão não Pertencente a Estrut. Formal,Informal
04.10.00.00.0.0,Cursos de Pós-Graduação,Centro de Ciências da Saúde,CCS,Órgão não Pertencente a Estrut. Formal,Informal
06.09.00.00.0.0,Cursos de Graduação,Centro de Ciências Sociais e Humanas,CCSH,Órgão não Pertencente a Estrut. Formal,Informal
06.10.00.00.0.0,Cursos de Pós-Graduação,Centro de Ciências Sociais e Humanas,CCSH,Órgão não Pertencente a Estrut. Formal,Informal
05.09.00.00.0.0,Cursos de Graduação,Centro de Educação,CE,Órgão não Pertencente a Estrut. Formal,Informal
05.10.00.00.0.0,Cursos de Pós-Graduação,Centro de Educação,CE,Órgão não Pertencente a Estrut. Formal,Informal
09.09.00.00.0.0,Cursos de Graduação,Centro de Educação Física e Desportos,CEFD,Órgão não Pertencente a Estrut. Formal,Informal
09.10.00.00.0.0,Cursos de Pós-Graduação,Centro de Educação Física e Desportos,CEFD,Órgão não Pertencente a Estrut. Formal,Informal
07.09.00.00.0.0,Cursos de Graduação,Centro de Tecnologia,CT,Órgão não Pertencente a Estrut. Formal,Informal
32.10.00.00.0.0,Cursos de Pós-Graduação,Campus da UFSM em Palmeira Das Missões,PM,Órgão não Pertencente a Estrut. Formal,Informal
33.09.00.00.0.0,Cursos de Graduação,Campus da UFSM em Frederico Westphalen,FW,Órgão não Pertencente a Estrut. Formal,Informal
33.10.00.00.0.0,Cursos de Pós-Graduação,Campus da UFSM em Frederico Westphalen,FW,Órgão não Pertencente a Estrut. Formal,Informal
93.00.00.00.0.0,Colegiado Executivo EBSERH,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgão não Pertencente a Estrut. Formal,Informal
99.16.00.00.0.0,Fundo Nacional Desenvolvimento Científico e Tecnológico,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
99.06.00.00.0.0,Inst. Nac. de Estudos e Pesquisas Educ.,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
99.05.00.00.0.0,Instituto Nacional de Desenvolvimento do Desporto,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
99.09.00.00.0.0,Ministerio da Cultura,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
99.12.00.00.0.0,Ministério da Agricultura e do Abastecimento,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
99.35.00.00.0.0,Ministério do Esporte,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
99.11.00.00.0.0,Ministério do Esporte e Turismo,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
99.13.00.00.0.0,Secretaria de Desenvolvimento Rural,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
99.08.00.00.0.0,Secretaria de Educacao Superior,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
99.14.00.00.0.0,Secretaria de Educação Profissional e Tecnológica,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
01.01.88.00.0.0,Sos-Comunidade,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
99.27.00.00.0.0,Universidade Federal do Rio Grande - Furg,Reitoria,REITORIA,Órgão não Pertencente a Estrut. Formal,Informal
31.09.00.00.0.0,Cursos de Graduação,Campus da UFSM em Cachoeira do Sul,CS,Órgão não Pertencente a Estrut. Formal,Informal
31.10.00.00.0.0,Cursos de Pós-Graduação,Campus da UFSM em Cachoeira do Sul,CS,Órgão não Pertencente a Estrut. Formal,Informal
32.09.00.00.0.0,Cursos de Graduação,Campus da UFSM em Palmeira Das Missões,PM,Órgão não Pertencente a Estrut. Formal,Informal
10.00.00.00.0.0,Hospital Universitário de Santa Maria - HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgão Suplementar Central,Formal
01.29.00.00.0.0,Diretoria de Gestão Ambiental,Reitoria,REITORIA,Órgão Suplementar Central,Formal
01.04.00.00.0.0,Diretoria de Relações Internacionais,Reitoria,REITORIA,Órgão Suplementar Central,Formal
26.15.00.00.0.0,Gabinete de Projetos - Politécnico,Colégio Politécnico,POLI,Órgão Suplementar Setorial,Formal
05.36.00.06.0.0,Núcleo Atividades Especiais de Extensão e Serviços - Naees,Centro de Educação,CE,Órgão Suplementar Setorial,Informal
05.36.00.05.0.0,Núcleo de Desenvolvimento Infantil - Ndi,Centro de Educação,CE,Órgão Suplementar Setorial,Informal
05.36.00.04.0.0,Núcleo Ens. Pesq. Ext. Educ. Especial - Nepes,Centro de Educação,CE,Órgão Suplementar Setorial,Informal
26.16.00.00.0.0,Biblioteca Setorial,Colégio Politécnico,POLI,Órgão Suplementar Setorial,Formal
01.34.00.00.0.0,Comissão Permanente de Pessoal Docente,Reitoria,REITORIA,Órgãos de Apoio,Formal
